#{"args": {"env": "full_car", "seed": null, "alg": "sac", "num_timesteps": 20000000000.0, "network": "mlp_big", "num_env": null, "play": false, "prefix": "", "model_path": null, "lstm_on": true, "network_size": 64, "layer_size": 2, "window_size": 4, "pallet_counts": 200}}
0.04,1652750587.0753617
0.32,1652750587.0771763
0.36,1652750587.0775008
0.48,1652750587.0781498
0.52,1652750587.0784771
0.6,1652750587.078804
0.64,1652750587.0797822
0.64,1652750587.0814767
0.64,1652750587.0828347
0.64,1652750587.0831864
0.64,1652750587.0835385
0.64,1652750587.083895
0.64,1652750587.0853603
0.64,1652750587.0862644
0.64,1652750587.086667
0.64,1652750587.0892584
0.64,1652750587.090033
0.64,1652750587.0908372
0.64,1652750587.0912545
0.64,1652750587.091659
0.64,1652750587.092062
0.64,1652750587.0933352
0.64,1652750587.093725
0.64,1652750587.0941274
0.64,1652750587.0953543
0.64,1652750587.0957663
0.64,1652750587.097826
0.64,1652750587.0982265
0.64,1652750587.0986657
0.64,1652750587.0990849
0.64,1652750587.0999472
0.64,1652750587.1003902
0.64,1652750587.101041
0.64,1652750587.1017141
0.64,1652750587.1022058
0.64,1652750587.1037142
0.64,1652750587.1045554
0.64,1652750587.1056447
0.64,1652750587.107027
0.64,1652750587.1074796
0.64,1652750587.108875
0.64,1652750587.109824
0.64,1652750587.1103086
0.64,1652750587.1107743
0.64,1652750587.114974
0.64,1652750587.1183255
0.64,1652750587.1188767
0.64,1652750587.1193914
0.64,1652750587.1199486
0.64,1652750587.1205156
0.04,1652750705.3194902
0.16,1652750705.3199663
0.28,1652750705.3204153
0.52,1652750705.3220756
0.6,1652750705.3225164
0.64,1652750705.3229444
0.64,1652750705.3233843
0.64,1652750705.3241801
0.64,1652750705.3248353
0.64,1652750705.3254106
0.64,1652750705.325893
0.64,1652750705.3268754
0.64,1652750705.3282812
0.64,1652750705.3288152
0.64,1652750705.3300729
0.64,1652750705.3313456
0.64,1652750705.3322477
0.64,1652750705.3338134
0.64,1652750705.3342755
0.64,1652750705.3364646
0.64,1652750705.337097
0.64,1652750705.3380036
0.64,1652750705.338942
0.64,1652750705.3393838
0.64,1652750705.3398151
0.64,1652750705.3407903
0.64,1652750705.3414347
0.64,1652750705.3430183
0.64,1652750705.3442867
0.64,1652750705.3452468
0.64,1652750705.345683
0.64,1652750705.347431
0.64,1652750705.3479006
0.64,1652750705.3483658
0.64,1652750705.3495727
0.64,1652750705.3519847
