#{"args": {"env": "full_car", "seed": null, "alg": "sac", "num_timesteps": 20000000000.0, "network": "mlp_big", "num_env": null, "play": false, "prefix": "", "model_path": null, "lstm_on": true, "network_size": 64, "layer_size": 2, "window_size": 4, "pallet_counts": 200}}
0.04,1651991786.4315503
0.04,1652751929.243083
0.16,1652751929.24683
0.28,1652751929.24729
0.44,1652751929.2481716
0.48,1652751929.2499347
0.48,1652751929.2509682
0.48,1652751929.2564414
0.6,1652751929.258048
0.64,1652751929.2590275
0.64,1652751929.2613342
0.64,1652751929.2624235
0.64,1652751929.2643359
0.64,1652751929.265604
0.64,1652751929.2677317
0.64,1652751929.268813
0.64,1652751929.2696686
0.64,1652751929.2705407
0.64,1652751929.2711496
0.64,1652751929.2725728
0.64,1652751929.273384
0.64,1652751929.2755141
0.64,1652751929.276824
0.64,1652751929.2774267
0.64,1652751929.27803
0.64,1652751929.27954
0.64,1652751929.2805097
0.64,1652751929.2845945
0.64,1652751929.2880714
0.64,1652751929.2932477
0.64,1652751929.2958193
0.64,1652751929.2964132
0.64,1652751929.29697
0.64,1652751929.3004413
0.64,1652751929.3033996
0.64,1652751929.3049283
0.64,1652751929.3062577
0.64,1652751929.3068833
0.64,1652751929.307487
0.64,1652751929.308627
0.64,1652751929.3092866
0.64,1652751929.3120887
0.64,1652751929.3160677
0.64,1652751929.3214393
0.0,1652752053.2455175
0.04,1652752053.2459483
0.16,1652752053.2463274
0.28,1652752053.2466803
0.32,1652752053.2470276
0.44,1652752053.24816
0.48,1652752053.2485423
0.48,1652752053.2489128
0.48,1652752053.2496502
0.48,1652752053.25002
0.48,1652752053.2503967
0.6,1652752053.251848
0.64,1652752053.2522178
0.64,1652752053.2525892
0.64,1652752053.252971
0.64,1652752053.2533526
0.64,1652752053.2537365
0.64,1652752053.254107
0.64,1652752053.2548609
0.64,1652752053.2559845
0.64,1652752053.2564075
0.64,1652752053.2576907
0.64,1652752053.2596383
0.64,1652752053.260177
0.64,1652752053.2619033
0.64,1652752053.262734
0.64,1652752053.2631536
0.64,1652752053.2635722
0.64,1652752053.2644198
0.64,1652752053.265741
0.64,1652752053.2661762
0.64,1652752053.2666187
0.64,1652752053.2670631
0.64,1652752053.2675147
0.64,1652752053.2679327
0.64,1652752053.2683675
0.64,1652752053.2688015
0.64,1652752053.2696643
0.64,1652752053.2701023
0.64,1652752053.2710257
0.64,1652752053.2724423
0.64,1652752053.272967
0.64,1652752053.274907
0.64,1652752053.275449
0.64,1652752053.2778764
0.64,1652752053.278915
0.64,1652752053.2808557
0.64,1652752053.2834053
0.64,1652752053.2839072
0.64,1652752053.2844126
0.64,1652752053.2849386
0.64,1652752053.285449
0.64,1652752053.2864833
0.64,1652752053.287561
0.64,1652752053.2880495
0.64,1652752053.2891607
0.64,1652752053.2908285
0.04,1652752216.2211645
0.2,1652752216.2223616
0.32,1652752216.2227504
0.44,1652752216.2231233
0.48,1652752216.2242742
0.52,1652752216.2246711
0.6,1652752216.225086
0.64,1652752216.225494
0.64,1652752216.2263446
0.64,1652752216.22674
0.64,1652752216.2275774
0.64,1652752216.2283838
0.64,1652752216.2288132
0.64,1652752216.2292404
0.64,1652752216.2296693
0.64,1652752216.23054
0.64,1652752216.2309768
0.64,1652752216.2314172
0.64,1652752216.2325506
0.64,1652752216.2330346
0.64,1652752216.2343986
0.64,1652752216.2352898
0.64,1652752216.2362084
0.64,1652752216.239977
0.64,1652752216.240447
0.64,1652752216.2409503
0.64,1652752216.2414215
0.64,1652752216.241842
0.64,1652752216.2422662
0.64,1652752216.2426775
0.64,1652752216.2430892
0.64,1652752216.2435067
0.64,1652752216.2439337
0.64,1652752216.244819
0.64,1652752216.246439
0.64,1652752216.2476077
0.64,1652752216.2499611
0.64,1652752216.2504206
